round,worker,backlog
1,1,3126
1,2,3126
1,3,3126
1,4,3126
1,5,3126
1,6,3126
1,7,3126
1,8,3126
2,1,6210
2,2,6215
2,3,6211
2,4,6242
2,5,6225
2,6,6213
2,7,6242
2,8,6236
3,1,9322
3,2,9328
3,3,9333
3,4,9361
3,5,9334
3,6,9339
3,7,9366
3,8,9350
4,1,12436
4,2,12437
4,3,12455
4,4,12469
4,5,12456
4,6,12445
4,7,12474
4,8,12460

